station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,99;2458,833;1124,658;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 9;0,523;7770;non;-20,25;-20,22;NA;-20,22;41,88;NA;3283;8,31;NA;12,38;NA;3,38;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,74;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;15;28,5;1;Xeno- cop 36;0,4685;7500;non;-19,9;-19,87;NA;-19,87;40,68;NA;2808;8,82;NA;12,03;NA;3,38;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,47;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,2;5;1;Xeno-cop 82;0,5295;7677;non;-20,63;-20,6;NA;-20,6;41,05;NA;3243;10,64;NA;12,14;NA;3,38;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,24;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;14;4;1;Arct-ris 39;0,4925;7779;non;-20,11;-20,07;NA;-20,07;44,13;NA;3249;11,09;NA;13,01;NA;3,39;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,69;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13,9;4,5;1;Lesti-sphy 2;0,5355;9216;non;-20,03;-20;NA;-20,03;45,5;NA;4633;10,69;NA;13,44;NA;3,39;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,96;3541,185;3516,025;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;1;5;Mega-nor 20;0,528;8313;non;-20,89;-20,85;NA;-20,85;43,93;NA;3572;7,99;NA;12,97;NA;3,39;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,78;2217,412;1501,017;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 13;0,5205;8180;non;-20,34;-20,3;NA;-20,3;44,02;NA;3402;8,22;NA;12,97;NA;3,39;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,77;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13;20;1;Xeno-cop 47;0,5265;8491;non;-20,27;-20,24;NA;-20,24;44,71;NA;3562;10,42;NA;13,19;NA;3,39;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,65;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,4;10,5;1;Xeno- cop 29;0,5345;7684;non;-20,23;-20,19;NA;-20,19;40,74;NA;3216;8,89;NA;12,02;NA;3,39;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,03;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;13,5;4;1;Arct-ris 25;0,511;7993;non;-20,16;-20,11;NA;-20,11;43,8;NA;3339;10,06;NA;12,88;NA;3,4;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,06;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,5;12,5;1;Lamp-cro 112;0,481;8160;non;-19,42;-19,38;NA;-19,38;46,87;NA;3412;10,8;NA;13,79;NA;3,4;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,63;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13;3,5;1;Lesti-sphy 7;0,4835;9317;non;-20,11;-20,06;NA;-20,11;46,71;NA;4244;10,65;NA;13,74;NA;3,4;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,04;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13;24;1;Xeno-cop 5;0,463;7645;non;-20,49;-20,44;NA;-20,44;42,84;NA;2875;9,42;NA;12,59;NA;3,4;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,5;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,5;6;1;Xeno-cop 76;0,485;7918;non;-20,43;-20,39;NA;-20,39;41,06;NA;2929;10,95;NA;12,08;NA;3,4;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,55;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11;9;1;Xeno-cop 75;0,506;8011;non;-20,35;-20,3;NA;-20,3;39,85;NA;2994;10,27;NA;11,72;NA;3,4;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,56;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,1;9;1;Xeno-cop 78;0,506;7966;non;-20,51;-20,47;NA;-20,47;44,57;NA;3345;10,51;NA;13,12;NA;3,4;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,07;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;18,5;11;1;Arct-ris 28;0,4745;7763;non;-19,51;-19,46;NA;-19,46;42,55;NA;2988;10,18;NA;12,49;NA;3,41;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,67;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,3;10,5;1;Xeno-cop 56;0,5035;7919;non;-20,33;-20,27;NA;-20,27;40,47;NA;3043;10,46;NA;11,87;NA;3,41;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,58;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,5;6;1;Xeno- cop 41;0,529;7803;non;-20,34;-20,28;NA;-20,28;42,04;NA;3286;10,4;NA;12,33;NA;3,41;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,84;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9;5,1;1;Xeno-cop 93;0,4955;9072;non;-20,56;-20,51;NA;-20,51;42,83;NA;4289;9,93;NA;12,58;NA;3,41;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,7;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;14,3;5;1;Lesti-sphy 9;0,5075;9294;non;-20,12;-20,05;NA;-20,12;46,05;NA;4378;11;NA;13,47;NA;3,42;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,95;2458,833;1124,658;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 10;0,5285;7945;non;-20,87;-20,8;NA;-20,8;42,38;NA;3330;8,24;NA;12,38;NA;3,42;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,34;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,9;3,5;1;Mel-atlan 1;0,4995;7790;non;-19,8;-19,73;NA;-19,73;43,98;NA;3255;12,18;NA;12,84;NA;3,42;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,74;2281,333;1284,128;Fish;Platytroctidae;sear-koe;Searsia_koefoedi;13,6;27,5;1;Ser-koeff 2;0,5415;10590;non;-18,66;-18,59;NA;-18,59;39,81;NA;3388;13,47;NA;11,63;NA;3,42;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,01;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;13,4;3,5;1;Arct-ris 26;0,5315;8528;non;-20,14;-20,07;NA;-20,07;44,87;NA;3540;10,35;NA;13,08;NA;3,43;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,43;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,8;4;1;Arg-olf 16;0,482;7616;non;-19,94;-19,86;NA;-19,94;44,49;NA;3157;10,67;NA;12,97;NA;3,43;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,55;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,4;17;1;Lamp-cro 24;0,4645;7771;non;-19,48;-19,41;NA;-19,41;46,82;NA;3202;10,58;NA;13,66;NA;3,43;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,83;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 2;0,4665;7699;non;-20,84;-20,76;NA;-20,76;44,37;NA;3137;9,28;NA;12,93;NA;3,43;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,7;1116,923;109,28305;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 34;0,495;7621;non;-20,32;-20,24;NA;-20,24;41,82;NA;3064;8,9;NA;12,18;NA;3,43;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,96;2458,833;1124,658;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 6;0,508;7585;non;-20,64;-20,56;NA;-20,56;41,97;NA;3149;8,31;NA;12,23;NA;3,43;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,69;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12,5;14,5;1;Xeno-cop 51;0,493;7741;non;-20,3;-20,22;NA;-20,22;43,54;NA;3197;10,39;NA;12,69;NA;3,43;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,59;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10;7;1;Xeno- cop 39;0,4975;7651;non;-20,89;-20,81;NA;-20,81;42,26;NA;3080;9,67;NA;12,33;NA;3,43;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,61;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,7;18;1;Lamp-cro 29;0,498;7979;non;-19,49;-19,41;NA;-19,41;44,99;NA;3264;10,39;NA;13,08;NA;3,44;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,35;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,7;3,5;1;Mel-atlan 11;0,496;7670;non;-19,76;-19,67;NA;-19,67;43,38;NA;3171;10,79;NA;12,59;NA;3,44;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11;14,5;1;Xeno-cop 7;0,4655;7367;non;-20,8;-20,72;NA;-20,72;41,1;NA;2746;9,39;NA;11,95;NA;3,44;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,05;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,5;24,5;1;Xeno-cop 1;0,544;7890;non;-20,26;-20,18;NA;-20,18;42,49;NA;3312;9,72;NA;12,36;NA;3,44;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,88;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11;8;1;Xeno-cop 91;0,5075;9793;non;-20,41;-20,33;NA;-20,33;43,11;NA;4385;9,92;NA;12,55;NA;3,44;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,43;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,6;13;1;Lamp-cro 93;0,4945;7905;non;-19,73;-19,63;NA;-19,63;46,82;NA;3281;10,56;NA;13,56;NA;3,45;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;5,8;2,7;1;Myct-pun 46;0,5405;9766;oui;-20,43;-20,34;-20,21;-20,21;46,56;43,37;5027;9,82;9,8;13,53;13,37;3,44;3,24
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,01;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,2;4,9;1;Myct-pun 41;0,5185;9731;oui;-20,13;-19,94;-20,4;-20,4;46,66;40,94;4692;9,95;10,24;13,18;12,47;3,54;3,28
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,02;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;5,7;2,8;1;Myct-pun 40;0,516;10027;oui;-21,24;-20,57;-19,79;-19,79;49,6;42,98;4338;9,68;9,62;12,31;13,09;4,03;3,28
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,04;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,5;1;Myct-pun 38;0,5045;10233;oui;-20,37;-20,08;-20,46;-20,46;46,94;42,03;4450;10,11;10,19;12,88;12,78;3,65;3,29
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,06;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,6;3,7;1;Myct-pun 42;0,535;10179;oui;-21,02;-20,11;-19,98;-19,98;49,04;43,07;4214;10,64;10,67;11,47;13,03;4,27;3,31
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,07;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3;1;Myct-pun 45;0,4525;9435;oui;-20,49;-20,34;-20,04;-20,04;46,74;42,65;4125;9,37;9,07;13,35;12,89;3,5;3,31
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,08;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,4;1;Myct-pun 43;0,5405;11215;oui;-22,3;-20,76;-20,1;-20,1;53,47;45,33;4021;9,45;9,73;10,89;13,67;4,91;3,32
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,09;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;5,9;3,1;1;Myct-pun 48;0,503;10087;oui;-21,97;-20,58;-20,29;-20,29;51,3;42,98;5743;9,23;9,12;10,78;12,9;4,76;3,33
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,15;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3,5;1;Myct-pun 50;0,524;10963;oui;-21,92;-20,12;-19,78;-19,78;52,87;43,44;5713;9,94;9,77;10,22;12,98;5,17;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,2;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3;1;Myct-pun 39;0,5145;9605;oui;-20,51;-20,21;-19,97;-19,97;47,62;42,17;4594;9,6;9,78;13;12,58;3,66;3,35
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,24;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;5,7;2,8;1;Myct-pun 56;0,5235;9733;oui;-20,49;-20,36;-20,27;-20,27;46,25;44,03;4805;9,2;9,16;13,26;13,09;3,49;3,36
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,26;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6;2,9;1;Myct-pun 57;0,451;9660;oui;-20,59;-20,43;-20,3;-20,3;47,32;42,57;4179;9,89;9,84;13,47;12,65;3,51;3,37
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,28;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6;3,2;1;Myct-pun 47;0,543;10218;oui;-21,33;-20,53;-20,4;-20,4;49,63;43,46;4424;9,29;9,41;11,92;12,9;4,16;3,37
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,29;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,6;4,3;1;Myct-pun 53;0,541;10512;oui;-21,36;-20,51;-20,26;-20,26;50,15;43,33;4422;10,02;9,97;11,92;12,85;4,21;3,37
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,31;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,6;1;Myct-pun 51;0,485;9857;oui;-20,43;-20,31;-20,27;-20,27;46,91;43,48;4480;10,1;10,25;13,51;12,88;3,47;3,38
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,43;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3;1;Myct-pun 44;0,5175;9807;oui;-20,85;-20,37;-20,24;-20,24;47,13;42,64;4311;9,79;9,8;12,27;12,51;3,84;3,41
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,44;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;5,9;3,6;1;Myct-pun 52;0,483;10136;oui;-20,49;-20,08;-19,9;-19,9;47,22;42,27;4146;9,93;9,92;12,53;12,4;3,77;3,41
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,56;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6;3,1;1;Myct-pun 49;0,4755;9995;oui;-20,6;-20,16;-20,08;-20,08;47,86;42,68;4069;10,59;10,39;12,62;12,37;3,79;3,45
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,58;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,7;4,5;1;Myct-pun 55;0,544;11003;oui;-21,78;-20,51;-20,29;-20,29;51,53;44,4;4177;10,08;9,89;11,11;12,79;4,64;3,47
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,59;3541,185;3516,025;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,4;3,6;1;Myct-pun 54;0,523;10550;oui;-21,59;-20,27;-20,18;-20,18;50,96;42,96;3908;9,83;9,55;10,88;12,25;4,68;3,51
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,02;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,5;3,5;1;Myct-pun 14;0,4825;6749;oui;-22,95;-20,17;-19,68;-19,68;55,18;42,18;3968;10,52;10,66;8,96;12,62;6,16;3,34
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,11;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;1;1;Myct-pun 2;0,4675;7910;oui;-21,92;-20,8;-19,79;-19,79;49,36;43,88;2552;8,95;9,33;11,01;12,88;4,48;3,41
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,13;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;8,2;2;1;Myct-pun 3;0,453;7574;oui;-21,02;-20,45;-19,81;-19,81;48,92;42,8;2789;10,14;10,17;12,46;12,44;3,93;3,44
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,14;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,3;6;1;Myct-pun 11;0,52;6464;oui;-21,06;-20,14;-19,29;-19,29;49,47;42,73;2982;9,64;9,65;11,53;12,42;4,29;3,44
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,15;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,2;3,5;1;Myct-pun 13;0,5255;7539;oui;-23,15;-19,55;-19,42;-19,42;56,96;42,66;3930;10,48;10,41;8,15;12,38;6,99;3,44
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,19;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,8;4,5;1;Myct-pun 9;0,747;7747;oui;-21,51;-20,83;-20,48;-20,48;30,28;42,76;2771;9,89;9,71;7,49;12,36;4,04;3,46
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,2;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,7;3,5;1;Myct-pun 17;0,5305;6912;oui;-22,51;-20,96;-19,28;-19,28;51,68;42,44;2790;10,23;9,84;10,51;12,27;4,92;3,46
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,22;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,5;6;1;Myct-pun 6;0,4605;7715;oui;-20,97;-20,24;-19,93;-19,93;48,95;42,25;2714;10,54;10,57;11,96;12,18;4,09;3,47
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,24;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,4;4;1;Myct-pun 10;0,5345;7898;oui;-23,24;-19,06;-19,38;-19,38;58,96;43,99;3789;10,62;10,52;7,77;12,57;7,58;3,5
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,25;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6;3;1;Myct-pun 12;0,486;6918;oui;-22,93;-20,34;-20,39;-20,39;56,36;43,76;4206;10,11;9,97;9,45;12,5;5,97;3,5
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,27;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,4;5;1;Myct-pun 1;0,5205;6929;oui;-22,33;-20,44;-19,98;-19,98;53,24;44,26;2581;10,18;10,33;10,11;12,63;5,27;3,51
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,29;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,3;5;1;Myct-pun 5;0,52;6706;oui;-21,55;-20,29;-19,94;-19,94;51,39;43,13;2852;10,61;10,39;11,09;12,24;4,63;3,52
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,3;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,6;2;1;Myct-pun 4;0,4685;7096;oui;-23,96;-18,17;-19,8;-19,8;60,34;43,98;2787;10,28;10,53;6,56;12,47;9,2;3,53
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,31;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,3;3,5;1;Myct-pun 8;0,521;8081;oui;-20,76;-20,49;-20,28;-20,28;45,21;41,52;3210;9,99;9,92;12,44;11,73;3,63;3,54
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,32;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,1;5;1;Myct-pun 15;0,516;6643;oui;-21,67;-20,51;-19,86;-19,86;51,31;43,34;2910;10,17;9,64;11,35;12,18;4,52;3,56
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,33;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,5;1;Myct-pun 16;0,54;6214;oui;-20,49;-20,36;-19,78;-19,78;45,85;42,75;3544;9,87;9,54;13,14;11,98;3,49;3,57
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,36;1661,471;1290,521;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,1;3,5;1;Myct-pun 7;0,505;7832;oui;-20,98;-20,64;-20,57;-20,57;45,32;41,39;3062;10,09;9,99;12,26;11,45;3,7;3,62
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,2;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,2;3,5;1;Myct-pun 34;0,4665;6494;oui;-22,33;-19,98;-20,26;-20,26;52,56;44;3909;9,4;10,26;9,19;13,08;5,72;3,36
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,21;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,9;4,5;1;Myct-pun 35;0,5445;7783;oui;-22,35;-19,85;-20,42;-20,42;54,92;44,05;2548;10,12;10,08;9,35;13,06;5,87;3,37
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,22;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7,7;7;1;Myct-pun 18;0,4815;6681;oui;-22,11;-19,89;-19,44;-19,44;52,5;40,35;4213;10,27;10,45;9,39;11,96;5,59;3,37
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,23;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,5;1;Myct-pun 20;0,4545;8074;oui;-21,37;-20,46;-20,45;-20,45;49,74;41,39;2669;10,43;9,92;11,63;12,23;4,28;3,38
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,24;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,3;3,5;1;Myct-pun 33;0,5515;7269;oui;-22,02;-20,58;-20,17;-20,17;50,09;43,02;2892;10,11;10,02;10,41;12,63;4,81;3,41
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,25;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,5;3,5;1;Myct-pun 36;0,4755;6352;oui;-22,15;-20,42;-19,72;-19,72;50,99;43,76;4351;9,56;9,97;10;12,82;5,1;3,41
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,26;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;7;4,5;1;Myct-pun 28;0,4725;6882;oui;-23,29;-19,38;-20,5;-20,5;55,29;41,13;3329;9,51;9,42;7,58;11,93;7,29;3,45
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,27;2458,833;1124,658;Fish;Myctophidae;myct-pun;Myctophum_punctatum;6,3;3;1;Myct-pun 37;0,525;7377;oui;-22,84;-20,57;-20,11;-20,11;53,93;45,22;2498;9,33;9,68;9,55;13,11;5,65;3,45
