Code_Station;Code_Espece_Campagne;Nom_Scientifique;V_HV;Num_Ordre_V_HV_H2;Tot_V_HV;Type_Volume_Poids_V_HV;Unite_Volume_Poids_V_HV;Commentaire_V_HV;Class_Tri;Num_Ordre_Class_Tri_H2;Tot_Class_Tri;Ech_Class_Tri;Type_Volume_Poids_Class_Tri;Unite_Volume_Poids_Class_Tri;Commentaire_Class_Tri;Sexe;Num_Ordre_Sexe_H2;Tot_Sexe;Ech_Sexe;Type_Volume_Poids_Sexe;Unite_Volume_Poids_Sexe;Commentaire_Sexe;Code_Longueur;Libelle_Longueur;Taille;NumOrdre_Taille_H2;Poids_Classe_Taille;Unite_Taille;Precision_Mesure;Nbr;Nbr_Calcule;Poids_Reference;Coef_Elev_Espece_Capture;Coef_Final_Elevation;Serie_Id;V_HV_Id;V_HV_Lot_Id;Class_Tri_Id;Class_Tri_Lot_Id;Sexe_Id;Sexe_Lot_Id;Origine;Melag
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;94.0;11;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;96.0;12;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;100.0;13;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;103.0;14;;mm;1.0;3;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;105.0;15;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;106.0;16;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;107.0;17;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;108.0;18;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;110.0;19;;mm;1.0;3;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;111.0;20;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;112.0;21;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;113.0;22;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;114.0;23;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;119.0;24;;mm;1.0;4;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;120.0;25;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;121.0;26;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;122.0;27;;mm;1.0;4;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;124.0;28;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;125.0;29;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;126.0;30;;mm;1.0;4;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;127.0;31;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;128.0;32;;mm;1.0;4;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;129.0;33;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;130.0;34;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;133.0;35;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;134.0;36;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;135.0;37;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;136.0;38;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;137.0;39;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;138.0;40;;mm;1.0;4;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;140.0;41;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;141.0;42;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;142.0;43;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;144.0;44;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;145.0;45;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;146.0;46;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;147.0;47;;mm;1.0;2;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;148.0;48;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;151.0;49;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;154.0;50;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;155.0;51;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;156.0;52;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;LAMP-CRO;Lampanyctus crocodilus;Vrac;11;0.981;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;164.0;53;;mm;1.0;1;N;0.981;1.0;1.0;CAM-EVHOE;311;15449;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;80.0;1;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;90.0;2;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;91.0;3;;mm;1.0;2;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;93.0;4;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;95.0;5;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;96.0;6;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;99.0;7;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;;Notoscopelus bolini;Vrac;12;0.052;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;101.0;8;;mm;1.0;1;N;0.052;1.0;1.0;CAM-EVHOE;311;15503;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;40.0;1;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;41.0;2;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;45.0;3;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;49.0;4;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;50.0;5;;mm;1.0;2;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;52.0;6;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;55.0;7;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;57.0;8;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;59.0;9;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;63.0;10;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;67.0;11;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;69.0;12;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;70.0;13;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;71.0;14;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;72.0;15;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;75.0;16;;mm;1.0;4;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;77.0;17;;mm;1.0;5;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;78.0;18;;mm;1.0;4;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;79.0;19;;mm;1.0;4;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;80.0;20;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;81.0;21;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;82.0;22;;mm;1.0;4;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;83.0;23;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;84.0;24;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;85.0;25;;mm;1.0;3;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;86.0;26;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;87.0;27;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;88.0;28;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;92.0;29;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;93.0;30;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;98.0;31;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;102.0;32;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;104.0;33;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;108.0;34;;mm;1.0;1;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
Z0503;NOTO-KRO;Notoscopelus kroyeri;Vrac;13;0.362;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;622;Longueur totale (LT) - individu - totale - Mesure au mm par un observateur;110.0;35;;mm;1.0;2;N;0.362;1.0;1.0;CAM-EVHOE;311;15512;NA;;NA;;1;N
