station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;bottom_depth;bottom_proximity;taxon;family;species_code;species;group;community;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;%c;%c_delipidated;ampl_28;d15n;d15n_delipidated;%n;%n_delipidated;ratio_c_n_muscle_delipidated;ratio_c_n_muscle
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,7;6;1;Lamp-cro 9;0,476;7582;non;-20,2;-20,35;NA;-20,35;45,98;NA;3441;9,22;NA;14,37;NA;3,200187496;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Krill;Euphausiidae;Mega-nor;Meganyctiphanes_norvegica;NA;370;NA;NA;5;Mega-nor 1;0,526;7508;non;-20,59;-20,67;NA;-20,67;41,83;NA;3308;8,24;NA;12,79;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Krill;Euphausiidae;Mega-nor;Meganyctiphanes_norvegica;NA;370;NA;NA;5;Mega-nor 2;0,469;7285;non;-20,64;-20,71;NA;-20,71;43,92;NA;3080;8,61;NA;13,36;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Krill;Euphausiidae;Mega-nor;Meganyctiphanes_norvegica;NA;370;NA;NA;5;Mega-nor 3;0,513;7511;non;-20,87;-20,96;NA;-20,96;42,89;NA;3339;8,56;NA;13,13;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Krill;Euphausiidae;Mega-nor;Meganyctiphanes_norvegica;NA;370;NA;NA;5;Mega-nor 4;0,4965;7295;non;-20,8;-20,84;NA;-20,84;43,07;NA;3181;8,7;NA;13,01;NA;3,31;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Krill;Euphausiidae;Mega-nor;Meganyctiphanes_norvegica;NA;370;NA;NA;5;Mega-nor 5;0,507;7497;non;-20,68;-20,69;NA;-20,69;43,21;NA;3249;8,25;NA;12,94;NA;3,34;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,1;3,5;1;Myct-pun 7;0,505;7832;oui;-20,98;-20,64;-20,57;-20,57;45,32;41,39;3062;10,09;9,99;12,26;11,45;3,7;3,61609356
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,3;3,5;1;Myct-pun 8;0,521;8081;oui;-20,76;-20,49;-20,28;-20,28;45,21;41,52;3210;9,99;9,92;12,44;11,73;3,63;3,540317844
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,5;3,5;1;Myct-pun 14;0,4825;6749;oui;-22,95;-20,17;-19,68;-19,68;55,18;42,18;3968;10,52;10,66;8,96;12,62;6,16;3,341794414
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7,5;6;1;Myct-pun 6;0,4605;7715;oui;-20,97;-20,24;-19,93;-19,93;48,95;42,25;2714;10,54;10,57;11,96;12,18;4,09;3,470244904
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,7;3,5;1;Myct-pun 17;0,5305;6912;oui;-22,51;-20,96;-19,28;-19,28;51,68;42,44;2790;10,23;9,84;10,51;12,27;4,92;3,459997413
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,2;3,5;1;Myct-pun 13;0,5255;7539;oui;-23,15;-19,55;-19,42;-19,42;56,96;42,66;3930;10,48;10,41;8,15;12,38;6,99;3,44470285
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7,3;6;1;Myct-pun 11;0,52;6464;oui;-21,06;-20,14;-19,29;-19,29;49,47;42,73;2982;9,64;9,65;11,53;12,42;4,29;3,440760993
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7;4,5;1;Myct-pun 16;0,54;6214;oui;-20,49;-20,36;-19,78;-19,78;45,85;42,75;3544;9,87;9,54;13,14;11,98;3,49;3,56945998
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,8;4,5;1;Myct-pun 9;0,747;7747;oui;-21,51;-20,83;-20,48;-20,48;30,28;42,76;2771;9,89;9,71;7,49;12,36;4,04;3,458792925
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;8,2;2;1;Myct-pun 3;0,453;7574;oui;-21,02;-20,45;-19,81;-19,81;48,92;42,8;2789;10,14;10,17;12,46;12,44;3,93;3,439456983
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7,3;5;1;Myct-pun 5;0,52;6706;oui;-21,55;-20,29;-19,94;-19,94;51,39;43,13;2852;10,61;10,39;11,09;12,24;4,63;3,522738936
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7,1;5;1;Myct-pun 15;0,516;6643;oui;-21,67;-20,51;-19,86;-19,86;51,31;43,34;2910;10,17;9,64;11,35;12,18;4,52;3,557420135
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6;3;1;Myct-pun 12;0,486;6918;oui;-22,93;-20,34;-20,39;-20,39;56,36;43,76;4206;10,11;9,97;9,45;12,5;5,97;3,500547302
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7;1;1;Myct-pun 2;0,4675;7910;oui;-21,92;-20,8;-19,79;-19,79;49,36;43,88;2552;8,95;9,33;11,01;12,88;4,48;3,40676875
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,6;2;1;Myct-pun 4;0,4685;7096;oui;-23,96;-18,17;-19,8;-19,8;60,34;43,98;2787;10,28;10,53;6,56;12,47;9,2;3,528044263
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;6,4;4;1;Myct-pun 10;0,5345;7898;oui;-23,24;-19,06;-19,38;-19,38;58,96;43,99;3789;10,62;10,52;7,77;12,57;7,58;3,499855979
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Myct-pun;Myctophum_punctatum;4;370;7,4;5;1;Myct-pun 1;0,5205;6929;oui;-22,33;-20,44;-19,98;-19,98;53,24;44,26;2581;10,18;10,33;10,11;12,63;5,27;3,50576961
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,6;5;1;Noto-kro 20;0,451;7822;oui;-21,28;-20,44;-19,99;-19,99;49,86;42,26;2667;11,18;11,58;11,88;12,53;4,197476788;3,372097666
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;8;6;1;Noto-kro 13;0,4885;8315;oui;-21,52;-20,41;-20,2;-20,2;49,11;42,51;2664;11,39;11,63;10,97;12,32;4,475097017;3,450306415
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,5;5,5;1;Noto-kro 12;0,4775;6316;oui;-21,83;-19,9;-19,65;-19,65;51,83;42,62;4276;11,42;11,28;9,79;12,67;5,296122961;3,363288389
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;6,9;3,5;1;Noto-kro 17;0,491;8182;oui;-21,66;-20,36;-20,13;-20,13;48,22;42,64;2508;10,84;11,13;10,33;12,47;4,665572487;3,419280004
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;9,3;10;1;Noto-kro 4;0,506;7097;oui;-23,1;-18,17;-19,49;-19,49;55,49;42,65;3063;11,14;10,7;6,66;12,11;8,34;3,521005453
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,5;5;1;Noto-kro 5;0,491;6241;oui;-21,36;-20,48;-20,08;-20,08;49,83;42,65;2857;11,01;10,78;11,74;12,3;4,243776218;3,467009157
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;8;6,5;1;Noto-kro 10;0,465;6181;oui;-21,84;-19,81;-19,71;-19,71;51,99;42,75;4091;11,09;10,99;9,62;11,95;5,405309997;3,576565277
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,8;5,5;1;Noto-kro 19;0,5525;8123;oui;-22,8;-19,17;-19,62;-19,62;57,91;42,96;4178;11,46;11,57;8,25;12,74;7,018790085;3,371121639
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;9,6;10,5;1;Noto-kro 15;0,516;6867;oui;-21,44;-20,04;-19,52;-19,52;52,45;43,1;2821;10,7;11,07;11;12,84;4,766978502;3,357196871
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;8,9;8;1;Noto-kro 14;0,527;6498;oui;-20,56;-19,89;-19,36;-19,36;48,63;43,57;3172;10,71;10,88;12,08;13,15;4,026974167;3,313596994
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;10,7;15,5;1;Noto-kro 6;0,467;6454;oui;-21,81;-19,77;-19,45;-19,45;53,9;43,62;4252;11,2;11,11;9,97;12,8;5,405042844;3,406768525
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;11;14,5;1;Noto-kro 11;0,549;7978;oui;-22,7;-18,85;-19,51;-19,51;56,72;43,7;3963;10,68;10,72;7,84;12,52;7,238717893;3,491306459
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,6;5;1;Noto-kro 16;0,4615;6645;oui;-22,76;-19,32;-19,43;-19,43;56,17;43,72;3474;11;10,82;8,23;12,94;6,827810659;3,379050578
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;9,9;10,5;1;Noto-kro 1;0,4795;6359;oui;-22,44;-19,63;-19,71;-19,71;52,56;43,74;3724;11,31;11,16;8,48;12,85;6,2;3,404314531
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;9,1;8,5;1;Noto-kro 18;0,472;6874;oui;-22,94;-18,93;-19,62;-19,62;57,02;44,02;3323;11,32;11,71;7,69;13,11;7,412437841;3,358157876
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;10,2;12;1;Noto-kro 8;0,4775;7116;oui;-22,65;-19,07;-19,79;-19,79;58,49;44,07;3632;11,1;11,49;8,38;12,59;6,978056307;3,50178235
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;7,7;5,5;1;Noto-kro 9;0,453;6142;oui;-22,29;-20,06;-19,8;-19,8;52,93;44,21;3920;11,76;11,67;9,45;13,27;5,600640017;3,332876626
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;9,9;11,5;1;Noto-kro 2;0,5055;7233;oui;-22,61;-19,18;-19,63;-19,63;56,72;44,35;3869;11,13;11,53;8,32;12,83;6,82;3,457528348
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;10,7;14,5;1;Noto-kro 7;0,5295;6313;oui;-23,28;-17,84;-19,49;-19,49;30,48;44,44;1607;11,03;11,34;3,45;12,87;8,841525819;3,452562017
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;370;10,4;14,5;1;Noto-kro 3;0,542;7873;oui;-23,04;-18,85;-19,77;-19,77;57,38;44,91;3792;10,98;10,59;7,57;12,55;7,58;3,578075767
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;13,5;24,5;1;Xeno-cop 1;0,544;7890;non;-20,26;-20,18;NA;-20,18;42,49;NA;3312;9,72;NA;12,36;NA;3,44;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;13;18,5;1;Xeno-cop 10;0,514;6110;non;-21,21;-20,46;NA;-20,46;47,16;NA;2921;9,19;NA;11,48;NA;4,11;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;10;9;1;Xeno-cop 11;0,4815;7470;non;-20,4;-20,47;NA;-20,47;41,82;NA;3026;9,6;NA;12,7;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;12;13,5;1;Xeno-cop 12;0,501;7436;non;-21,19;-20,94;NA;-20,94;41,69;NA;2855;9,11;NA;11,54;NA;3,61;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;10,3;10;1;Xeno-cop 13;0,4995;7570;non;-21,35;-20,92;NA;-20,92;43,94;NA;2840;8,4;NA;11,58;NA;3,79;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;13,6;23;1;Xeno-cop 14;0,5375;7783;non;-20,27;-20,11;NA;-20,11;42,18;NA;3174;8,73;NA;12,01;NA;3,51;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;9,6;8,5;1;Xeno-cop 15;0,51;7338;non;-20,41;-20,54;NA;-20,54;41,76;NA;3268;8,7;NA;12,94;NA;3,23;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;11,3;12;1;Xeno-cop 16;0,523;7394;non;-20,11;-20,31;NA;-20,31;41,07;NA;3363;8,32;NA;13,02;NA;3,15;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;10,5;9,5;1;Xeno-cop 17;0,544;8193;non;-21,39;-20,78;NA;-20,78;43,78;NA;2976;9,69;NA;11,04;NA;3,97;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;11,4;12,5;1;Xeno-cop 18;0,5375;7545;non;-20,17;-20,4;NA;-20,4;40,7;NA;3447;9,5;NA;13,02;NA;3,13;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;10,5;10,5;1;Xeno-cop 19;0,5305;7514;non;-20,17;-20,34;NA;-20,34;41,1;NA;3376;9,28;NA;12,9;NA;3,19;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;12,5;14;1;Xeno-cop 2;0,495;7643;non;-20,01;-20,24;NA;-20,24;40,17;NA;3140;9,55;NA;12,88;NA;3,12;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;7,9;4;1;Xeno-cop 20;0,4715;7662;non;-20,85;-20,91;NA;-20,91;42,07;NA;2980;8,86;NA;12,78;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;9;7;1;Xeno-cop 21;0,493;7578;non;-20,38;-20,46;NA;-20,46;41,37;NA;3036;10,13;NA;12,63;NA;3,28;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;11,1;12;1;Xeno-cop 22;0,53;7995;non;-20,72;-20,47;NA;-20,47;43,99;NA;3175;10,16;NA;12,18;NA;3,61;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;14;27;1;Xeno-cop 3;0,512;7565;non;-19,97;-20,22;NA;-20,22;40;NA;3270;9,65;NA;12,9;NA;3,1;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;14,5;28;1;Xeno-cop 4;0,493;7275;non;-20,94;-20,39;NA;-20,39;43,01;NA;2673;7,53;NA;11;NA;3,91;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;13;24;1;Xeno-cop 5;0,463;7645;non;-20,49;-20,44;NA;-20,44;42,84;NA;2875;9,42;NA;12,59;NA;3,4;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;14,5;25,5;1;Xeno-cop 6;0,4605;7339;non;-20,15;-20,26;NA;-20,26;41,34;NA;2904;9,78;NA;12,76;NA;3,24;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;11;14,5;1;Xeno-cop 7;0,4655;7367;non;-20,8;-20,72;NA;-20,72;41,1;NA;2746;9,39;NA;11,95;NA;3,44;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;14;26,5;1;Xeno-cop 8;0,47;7685;non;-20,79;-20,47;NA;-20,47;42,31;NA;2684;8,22;NA;11,5;NA;3,68;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Alepocephalidae;Xeno-cop;Xenodermichthys_copei;6;370;12;16,5;1;Xeno-cop 9;0,494;7531;non;-20,72;-20,52;NA;-20,52;41,11;NA;2812;9,78;NA;11,56;NA;3,56;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;20,4;12,5;1;Arct-ris 33;0,5425;6710;non;-20,24;-20,03;NA;-20,03;46,74;NA;3632;10,33;NA;13,11;NA;3,564911757;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;20;12;1;Arct-ris 34;0,5085;8435;non;-19,96;-19,75;NA;-19,75;46,05;NA;3347;10,63;NA;12,91;NA;3,567208409;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;17,4;7;1;Arct-ris 35;0,455;7854;non;-20,39;-19,97;NA;-19,97;44,59;NA;2724;10,65;NA;11,81;NA;3,776422308;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;20,5;12;1;Arct-ris 36;0,4535;8199;non;-20,77;-19,52;NA;-19,52;50,35;NA;4594;10,79;NA;10,91;NA;4,616833355;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;19;10,5;1;Arct-ris 37;0,4595;7758;non;-20,27;-19,44;NA;-19,44;47,05;NA;2619;10,49;NA;11,25;NA;4,184419065;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;19;12,5;1;Arct-ris 38;0,4565;7902;non;-19,92;-19,89;NA;-19,89;44,76;NA;3073;10,82;NA;13,25;NA;3,378480181;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;14;4;1;Arct-ris 39;0,4925;7779;non;-20,11;-20,07;NA;-20,07;44,13;NA;3249;11,09;NA;13,01;NA;3,391866085;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;11,5;2;1;Arct-ris 40;0,465;8094;non;-20,14;-20,17;NA;-20,17;43,37;NA;3075;11,5;NA;13,06;NA;3,321066404;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;12,5;2,5;1;Arct-ris 41;0,543;8474;non;-19,98;-20,05;NA;-20,05;43,63;NA;3674;11;NA;13,3;NA;3,280300694;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;11,5;2,5;1;Arct-ris 42;0,47;7867;non;-20,03;-20,05;NA;-20,05;43,39;NA;3114;10,84;NA;13,02;NA;3,3320671;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;555;11,5;2;1;Arct-ris 43;0,5245;8178;non;-20,14;-20,19;NA;-20,19;43,67;NA;3520;11,62;NA;13,22;NA;3,303266033;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;8,7;14,5;1;Arg-Olf 20;0,515;8388;non;-19,64;-19,74;NA;-19,74;45,22;NA;3698;10,79;NA;13,91;NA;3,250722773;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;9;18;1;Arg-olf 21;0,537;8221;non;-19,77;-19,9;NA;-19,9;42,51;NA;3626;10,75;NA;13,19;NA;3,222395266;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;5,6;4,5;1;Arg-olf 22;0,5075;8122;non;-19,9;-19,91;NA;-19,91;44,54;NA;3460;10,02;NA;13,32;NA;3,344196067;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;5,8;4,5;1;Arg-olf 23;0,466;7729;non;-19,8;-19,99;NA;-19,99;44,57;NA;3367;10,14;NA;14,11;NA;3,158888332;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;4,8;3,5;1;Arg-olf 24;0,5205;8033;non;-19,74;-19,87;NA;-19,87;42,85;NA;3553;10,19;NA;13,28;NA;3,225605191;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;4,7;3;1;Arg-olf 25;0,496;7810;non;-20,05;-20,16;NA;-20,16;43,77;NA;3445;10,01;NA;13,48;NA;3,24742485;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;2180,4;1625,32;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;555;6;5;1;Arg-olf 26;0,5475;6572;non;-20,09;-20,19;NA;-20,19;45,33;NA;3904;9,25;NA;13,94;NA;3,251990676;NA
