station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;bottom_depth;bottom_proximity;taxon;family;species_code;species;group;community;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;%c;%c_delipidated;ampl_28;d15n;d15n_delipidated;%n;%n_delipidated;ratio_c_n_muscle_delipidated;ratio_c_n_muscle
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;7,9;6,5;1;Noto-bol 20;0,4515;9862;oui;-22,81;-18,7;-19,78;-19,78;59,89;43,71;3481;11,24;10,72;7,98;12,63;7,5029012;3,461434451
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;7,8;5,5;1;Noto-bol 2;0,488;7042;oui;-22,21;-19,7;-19,88;-19,88;55,21;43,8;4303;10,73;11,33;9,38;13,01;5,886492003;3,367341775
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8,4;7,5;1;Noto-bol 19;0,4905;8370;oui;-24,05;-14,56;-19,74;-19,74;64,87;43,91;2393;11,83;11,36;5,01;12,9;12,93746533;3,403709195
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8,1;6;1;Noto-bol 6;0,485;7661;oui;-22,96;-17,85;-19,71;-19,71;60,81;43,95;3248;10,93;11,78;7,15;12,78;8,509004814;3,438378992
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8,1;6,5;1;Noto-bol 14;0,455;7290;oui;-23,35;-17;-19,79;-19,79;61,59;44,1;2672;10,76;11,86;6,3;13,15;9,769763218;3,353469996
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;7,9;6;1;Noto-bol 10;0,45;7004;oui;-22,63;-19,12;-19,56;-19,56;59,87;44,14;3664;11,27;11,65;8,68;13,03;6,895508622;3,388390194
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8,3;7;1;Noto-bol 13;0,496;7569;oui;-22,89;-18,5;-19,78;-19,78;58,86;44,19;3506;11,44;11,52;7,56;13,08;7,790050118;3,378338875
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;7,6;5,5;1;Noto-bol 16;0,5385;8066;oui;-22,48;-19,9;-20,07;-20,07;56,3;44,2;4956;10,93;10,98;9,45;12,82;5,960070185;3,447322256
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8;6,5;1;Noto-bol 12;0,532;8046;oui;-22,48;-18,98;-19,74;-19,74;58,26;44,43;4245;11,05;11,78;8,44;12,94;6,898906088;3,434759992
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8;6;1;Noto-bol 1;0,49;7543;oui;-23,16;-18,65;-20,3;-20,3;59,39;44,56;3445;10,89;11,38;7,51;13,11;7,907338167;3,399335956
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-bol;Notoscopelus_bolini;4;25;8,1;6;1;Noto-bol 4;0,5235;7901;oui;-22,28;-19,21;-19,91;-19,91;58,05;44,83;4411;10,84;11,36;8,99;13,42;6,455791759;3,341002345
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,1;2,9;1;Noto-kro 58;0,5385;10133;oui;-20,72;-20,00177704;-19,53;-19,53;48,05803137;39,49;4348;11,13351802;11,05;11,78253952;12,02;4,078749856;3,286295047
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,8;3,8;1;Noto-kro 54;0,504;10002;oui;-21,51;-20,23913158;-19,91;-19,91;50,06017768;40,56;5798;11,14953091;10,91;10,79828714;12,11;4,635936886;3,349751135
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;5,6;2,1;1;Noto-kro 53;0,465;9746;oui;-20,57;-19,9830844;-19,79;-19,79;47,4315734;40,85;3825;11,02342944;10,98;12,01103884;11,88;3,948998421;3,438721412
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;7;3,9;1;Noto-kro 56;0,5485;10744;oui;-21,35;-20,19675697;-19,89;-19,89;50,51155078;41,07;4213;11,431758;11,31;11,18137464;12,32;4,517472351;3,335323932
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;7;4,4;1;Noto-kro 59;0,5415;11120;oui;-21,5;-19,92242454;-19,66;-19,66;52,19365813;41,27;3938;11,4507733;11,17;10,55486017;12,51;4,944988116;3,299001338
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,7;3,4;1;Noto-kro 55;0,4695;9736;oui;-21,17;-20,10601497;-19,74;-19,74;47,01250312;41,28;5277;11,19456715;11,22;10,60638133;12,35;4,432473398;3,342337776
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,4;3,4;1;Noto-kro 60;0,5045;10407;oui;-21,76;-19,68996788;-19,68;-19,68;53,85755497;41,91;5260;11,63992551;11,64;9,88435782;12,51;5,448766217;3,350935307
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,5;3,3;1;Noto-kro 52;0,4975;9829;oui;-21,1;-20,25772424;-19,95;-19,95;50,42742577;42,12;4103;11,20157279;11,4;11,99386355;12,58;4,204435507;3,347775507
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,8;3,6;1;Noto-kro 43;0,449;9429;oui;-21,05;-20,02278761;-19,78;-19,78;47,46395056;42,29;5185;11,18656071;10,56;10,80300833;12,34;4,393586409;3,425936497
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,6;3,8;1;Noto-kro 42;0,4665;9521;oui;-22,3;-19,76431115;-19,93;-19,93;53,46122723;42,36;4525;11,30765815;11,17;9,046159354;12,29;5,909825943;3,447653909
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,8;3,5;1;Noto-kro 57;0,464;9560;oui;-22,12;-19,5827391;-19,94;-19,94;52,72893592;42,66;4391;10,76722328;11,18;8,915630613;12,58;5,914212714;3,390990425
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,5;3,1;1;Noto-kro 51;0,556;10638;oui;-20,8;-20,43582335;-20,34;-20,34;48,1093951;42,71;5000;10,95337307;10,96;12,94361287;12,54;3,716844408;3,406730342
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,5;3,2;1;Noto-kro 45;0,4995;10035;oui;-21,18;-19,92311301;-19,66;-19,66;50,68338031;42,9;3770;11,2996517;11,14;10,9639831;12,83;4,622716021;3,344462189
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;7;4;1;Noto-kro 44;0,494;9873;oui;-21,36;-20,31944713;-20,08;-20,08;50,61813781;42,92;3914;10,89332475;10,69;11,4870988;12,57;4,40652063;3,414086252
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6,5;3,5;1;Noto-kro 49;0,4575;10081;oui;-20,99;-20,08009057;-19,91;-19,91;49,77275357;43,27;5688;11,21758567;11,01;11,6482885;12,57;4,272967103;3,441259921
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;5,9;2,4;1;Noto-kro 50;0,489;9499;oui;-20,97;-20,24728326;-19,94;-19,94;49,58188763;43,31;4068;11,20557601;11,04;12,13367825;12,85;4,086303147;3,371062346
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;7;4;1;Noto-kro 46;0,5515;8332;oui;-22,03;-20,04827377;-19,96;-19,96;52,96971084;43,35;3777;11,32667345;11,15;9,894763027;12,75;5,353307673;3,399940027
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;6;2,8;1;Noto-kro 48;0,5635;10709;oui;-21,26;-20,64420566;-20,45;-20,45;48,96149222;43,74;4785;10,59508477;10,58;12,32970799;13;3,971017988;3,364757107
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;8,9;8;1;Noto-kro 41;0,537;8263;oui;-21,4;-19,60835357;-19,42;-19,42;54,39758079;44,11;3928;11,08848179;11,25;10,53954041;13,14;5,161285853;3,358295746
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;3541,185;3516,025;Fish;Myctophidae;Noto-kro;Notoscopelus_kroyeri;5;25;7;3,7;1;Noto-kro 47;0,535;10409;oui;-20,89;-20,04174502;-19,83;-19,83;50,77686385;44,25;4414;11,35069277;11,21;12,06418111;12,89;4,208894361;3,432240179
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19,5;14;1;Arct-ris 1;0,5055;6286;non;-20,85;-20,14;NA;-20,14;49,09;NA;3035;10,37;NA;12,04;NA;4,077324778;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,5;8;1;Arct-ris 10;0,458;7518;non;-20,95;-20,35;NA;-20,35;45,63;NA;2616;10,25;NA;11,54;NA;3,953414579;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;16;6;1;Arct-ris 11;0,5095;8074;non;-20,59;-20,25;NA;-20,25;45,58;NA;3148;9,81;NA;12,33;NA;3,695206565;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;16,3;7;1;Arct-ris 12;0,513;8123;non;-20,35;-20,15;NA;-20,15;45,04;NA;3292;10,32;NA;12,64;NA;3,562647673;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,6;9;1;Arct-ris 13;0,504;7916;non;-20,08;-19,86;NA;-19,86;45,16;NA;3186;10,64;NA;12,64;NA;3,571832423;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,1;7,5;1;Arct-ris 14;0,554;6429;non;-20,29;-20,27;NA;-20,27;45,58;NA;3757;10,46;NA;13,51;NA;3,374737665;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19,3;11,5;1;Arct-ris 15;0,5135;8352;non;-20,02;-19,75;NA;-19,75;46,68;NA;3318;10,46;NA;12,88;NA;3,623969459;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,6;8;1;Arct-ris 16;0,5345;6168;non;-20,38;-20,17;NA;-20,17;45,28;NA;3390;10,28;NA;12,68;NA;3,56932113;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;14,8;5;1;Arct-ris 17;0,474;7638;non;-20,41;-20,27;NA;-20,27;44,51;NA;3037;10,35;NA;12,76;NA;3,487760289;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,6;9,5;1;Arct-ris 18;0,4975;8225;non;-20,62;-20,13;NA;-20,13;47,6;NA;3063;10,33;NA;12,34;NA;3,856279362;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19;12;1;Arct-ris 19;0,5545;6659;non;-20,66;-20,01;NA;-20,01;47,17;NA;3282;10,49;NA;11,78;NA;4,003784336;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19,2;11,5;1;Arct-ris 2;0,48;7851;non;-20,34;-20,03;NA;-20,03;47,22;NA;3062;10,4;NA;12,86;NA;3,67072344;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;17,3;8;1;Arct-ris 20;0,5175;8312;non;-20,33;-20,13;NA;-20,13;46,17;NA;3372;10,28;NA;12,99;NA;3,5535605;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19,7;12,5;1;Arct-ris 3;0,4735;7985;non;-20,85;-20,23;NA;-20,23;48,66;NA;2883;10,36;NA;12,22;NA;3,983251769;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;18,5;10,5;1;Arct-ris 4;0,474;7933;non;-20,97;-20,19;NA;-20,19;48,35;NA;2745;10,36;NA;11,66;NA;4,145457604;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;16,1;6;1;Arct-ris 5;0,5115;7500;non;-20,17;-20,24;NA;-20,24;42,25;NA;3288;10,52;NA;12,88;NA;3,281040996;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;18;9,5;1;Arct-ris 6;0,556;6716;non;-20,26;-20,1;NA;-20,1;47,65;NA;3761;10,61;NA;13,52;NA;3,524900186;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;19;11;1;Arct-ris 7;0,5155;8038;non;-20,63;-20,08;NA;-20,08;44,68;NA;2940;10,66;NA;11,43;NA;3,909520178;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;16,9;7,5;1;Arct-ris 8;0,494;7684;non;-20,3;-20,11;NA;-20,11;44,91;NA;3107;10,74;NA;12,67;NA;3,544514882;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Paralepididae;Arct-ris;Arctozenus_risso;1;370;15,1;5;1;Arct-ris 9;0,505;7621;non;-20,04;-20,13;NA;-20,13;43,46;NA;3357;10,38;NA;13,33;NA;3,26180215;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;5;4;1;Arg-olf 1;0,5255;7788;non;-19,7;-19,71;NA;-19,71;42,35;NA;3342;10,4;NA;12,67;NA;3,341394874;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;3,3;1,5;1;Arg-olf 10;0,455;7352;non;-19,89;-19,98;NA;-19,98;41,46;NA;2897;9,89;NA;12,73;NA;3,256529223;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;4,2;2,5;1;Arg-olf 11;0,531;7794;non;-19,91;-20,18;NA;-20,18;42,37;NA;3661;9,06;NA;13,75;NA;3,081550889;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;4,3;3;1;Arg-olf 2;0,5094;7851;non;-19,87;-19,92;NA;-19,92;44,34;NA;3403;10;NA;13,42;NA;3,303656036;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;5,6;5;1;Arg-olf 3;0,534;8214;non;-19,87;-19,92;NA;-19,92;44,26;NA;3590;9,86;NA;13,4;NA;3,303064126;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;4,9;3;1;Arg-olf 4;0,528;8145;non;-19,51;-19,57;NA;-19,57;44,5;NA;3548;10,38;NA;13,48;NA;3,300429629;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;4,9;3,5;1;Arg-olf 5;0,4545;6729;non;-19,76;-19,9;NA;-19,9;37,79;NA;2677;10,15;NA;11,77;NA;3,210772813;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;3,4;1,5;1;Arg-olf 6;0,509;7523;non;-20;-19,98;NA;-19,98;41,12;NA;3087;9,84;NA;12,18;NA;3,375900744;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;3,5;1,5;1;Arg-olf 7;0,5205;7752;non;-20,39;-20,18;NA;-20,18;38,32;NA;2781;9,55;NA;10,74;NA;3,568597119;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;4,1;2,5;1;Arg-olf 8;0,536;8035;non;-19,84;-19,96;NA;-19,96;42,77;NA;3550;10,02;NA;13,23;NA;3,232836166;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Sternoptychidae;Arg-olf;Argyropelecus_olfersii;2;370;5,5;5;1;Arg-olf 9;0,558;6323;non;-19,64;-19,81;NA;-19,81;44,58;NA;3946;10,01;NA;14,03;NA;3,178203072;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;9,3;7;1;Lamp-cro 1;0,5265;6202;non;-20,03;-20,16;NA;-20,16;46,3;NA;3808;9,49;NA;14,39;NA;3,217887192;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;9,2;7;1;Lamp-cro 10;0,49;7735;non;-19,91;-20,05;NA;-20,05;45,51;NA;3482;9,41;NA;14,14;NA;3,219071878;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,2;4,5;1;Lamp-cro 11;0,4895;7831;non;-20,06;-20,14;NA;-20,14;45,94;NA;3479;9,64;NA;14,05;NA;3,269219649;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;9,5;7;1;Lamp-cro 12;0,469;7435;non;-20,05;-20,14;NA;-20,14;45,66;NA;3306;9,01;NA;13,98;NA;3,26561247;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;9,1;6,5;1;Lamp-cro 13;0,4695;7609;non;-20,57;-20,24;NA;-20,24;45,2;NA;2887;9,75;NA;12,25;NA;3,690211434;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;10,2;9,5;1;Lamp-cro 14;0,467;7400;non;-19,84;-19,89;NA;-19,89;45,7;NA;3235;8,91;NA;13,81;NA;3,308393687;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;7,9;4;1;Lamp-cro 15;0,4875;7585;non;-20,04;-20,19;NA;-20,19;44,72;NA;3447;9,18;NA;13,99;NA;3,196054343;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,5;5,5;1;Lamp-cro 16;0,5155;8142;non;-19,96;-20,08;NA;-20,08;45,52;NA;3658;9,17;NA;14,07;NA;3,235692716;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;9,6;7;1;Lamp-cro 17;0,5395;6231;non;-20,06;-20,18;NA;-20,18;45,63;NA;3832;9,47;NA;14,15;NA;3,224092654;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,7;5,5;1;Lamp-cro 18;0,4685;7516;non;-20,01;-20,14;NA;-20,14;44,69;NA;3279;9,08;NA;13,87;NA;3,221630509;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,4;5,5;1;Lamp-cro 19;0,508;7917;non;-20,04;-20,17;NA;-20,17;44,54;NA;3559;10,11;NA;13,84;NA;3,219380168;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,9;6;1;Lamp-cro 2;0,524;8351;non;-20,03;-20,06;NA;-20,06;45,9;NA;3633;10,23;NA;13,79;NA;3,327539937;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,6;6;1;Lamp-cro 20;0,473;7516;non;-20,09;-20,1;NA;-20,1;45,83;NA;3255;9,66;NA;13,7;NA;3,344540392;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,6;6;1;Lamp-cro 3;0,55;6296;non;-20,08;-20,15;NA;-20,15;45,05;NA;3789;9,96;NA;13,71;NA;3,285529832;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,2;5;1;Lamp-cro 4;0,4685;7458;non;-20,16;-20,18;NA;-20,18;44,35;NA;3120;8,79;NA;13,3;NA;3,334933248;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,6;5;1;Lamp-cro 5;0,4985;7911;non;-20,21;-20,31;NA;-20,31;45,78;NA;3514;9,31;NA;14,06;NA;3,256742108;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,2;4,5;1;Lamp-cro 6;0,4865;7451;non;-20,01;-20,1;NA;-20,1;44,18;NA;3302;10,18;NA;13,55;NA;3,259346563;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;7,9;4;1;Lamp-cro 7;0,535;6156;non;-20,04;-20,12;NA;-20,12;44,99;NA;3725;9,7;NA;13,73;NA;3,276170098;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;1661,471;1290,521;Fish;Myctophidae;Lamp-cro;Lampanyctus_crocodilus;3;370;8,4;5;1;Lamp-cro 8;0,482;7579;non;-20,02;-20,07;NA;-20,07;45,34;NA;3332;9,19;NA;13,71;NA;3,30759679;NA
