Species_name;Species_code;rel_Biomass;Order;Status
Argyropelecus_olfersii;Arg-olf;2.14111922141119;Sternoptychidae;G
Lampanyctus_crocodilus;Lamp-cro;23.30900243309;Myctophidae;G
Lampanyctus_macdonaldi;Lamp-mac;31.5815085158151;Myctophidae;G
Myctophum_punctatum;Myct-pun;8.27250608272506;Myctophidae;G
Serrivomer_beanii;Ser-bea;26.5206812652068;Serrivomeridae;G
Xenodermichthys_copei;Xeno-cop;8.17518248175182;Alepocephalidae;G
