Species_name;Species_code;rel_Biomass;Order;Status
Lestidiops_sphyrenoides;Lesti-sphy;4.14201183431953;Lestidiidae;A
Maurolicus_muelleri;Mau-mue;40.6804733727811;Sternoptychidae;A
Myctophum_punctatum;Myct-pun;6.95266272189349;Myctophidae;A
Notoscopelus_bolini;Noto-bol;31.7307692307692;Myctophidae;A
Notoscopelus_kroyeri;Noto-kro;16.4940828402367;Myctophidae;A
