Species_name;Species_code;rel_Biomass;Order;Status
Argyropelecus_olfersii;Arg-olf;0.882200311364816;Sternoptychidae;F
Lampanyctus_crocodilus;Lamp-cro;79.1385573430202;Myctophidae;F
Melanostigma_atlanticum;Mel-atlan;4.90399584846912;Zoarcidae;F
Serrivomer_beanii;Ser-bea;6.64244940321744;Serrivomeridae;F
Xenodermichthys_copei;Xeno-cop;8.43279709392839;Alepocephalidae;F
