Species_name;Species_code;rel_Biomass;Order;Status
Arctozenus_risso;Arct-ris;6.17823947512302;Paralepididae;D
Cyclothone;Cyclo;9.34937124111536;Gonostomatidae;D
Lampanyctus_crocodilus;Lamp-cro;53.6358665937671;Myctophidae;D
Serrivomer_beanii;Ser-bea;7.4904319300164;Serrivomeridae;D
Xenodermichthys_copei;Xeno-cop;23.3460907599781;Alepocephalidae;D
